id,KPI - METRIC1,KPI - METRIC2,KPI - METRIC3,KPI - METRIC4,Age,Gender,Region,Date
35114,0,1,0,0,31-40,Female,West,22/01/2016
35115,0,1,0,0,31-40,Female,North,22/01/2016
35116,0,1,1,1,21-30,Male,North,22/01/2016
35117,1,1,0,1,41-50,Female,North,22/01/2016
35118,0,1,0,1,21-30,Male,East,22/01/2016
35119,0,1,0,1,41-50,Male,North,22/01/2016
35120,1,1,0,0,31-40,Male,West,22/01/2016
35121,0,1,0,1,41-50,Male,South,22/01/2016
35122,1,1,1,1,21-30,Female,East,22/01/2016
35123,0,0,0,1,31-40,Male,West,22/01/2016
35124,1,1,0,1,31-40,Male,South,22/01/2016
35125,1,0,0,1,41-50,Female,North,22/01/2016
35126,0,0,0,1,21-30,Female,East,22/01/2016
35127,1,1,1,0,21-30,Female,East,22/01/2016
35128,0,0,1,1,21-30,Male,North,22/01/2016
35129,1,0,0,0,41-50,Male,South,22/01/2016
35130,0,1,0,1,21-30,Female,South,22/01/2016
35131,0,1,1,1,41-50,Male,South,22/01/2016
35132,0,0,0,0,31-40,Male,North,22/01/2016
35133,1,0,0,1,41-50,Male,East,22/01/2016
35134,0,0,0,1,21-30,Male,East,22/01/2016
35135,0,0,0,0,21-30,Female,West,22/01/2016
35136,0,0,0,1,21-30,Female,North,22/01/2016
35137,0,1,0,1,31-40,Female,East,22/01/2016
35138,1,1,0,0,21-30,Female,North,22/01/2016
35139,1,1,0,1,21-30,Female,South,22/01/2016
35140,0,0,0,1,31-40,Female,East,22/01/2016
35141,1,1,1,0,41-50,Female,East,22/01/2016
35142,1,1,0,1,21-30,Male,East,22/01/2016
35143,0,0,0,1,21-30,Female,South,22/01/2016
35144,0,1,0,0,21-30,Female,South,22/01/2016
35145,0,1,1,1,41-50,Female,East,22/01/2016
35146,0,1,0,1,31-40,Male,South,22/01/2016
35147,0,1,0,1,41-50,Female,North,22/01/2016
35148,1,1,0,1,31-40,Male,West,22/01/2016
35149,0,1,0,1,41-50,Male,East,22/01/2016
35150,0,1,0,1,41-50,Female,North,22/01/2016
35151,1,1,1,1,31-40,Female,East,22/01/2016
35152,0,1,0,1,31-40,Male,East,22/01/2016
35153,1,0,1,1,21-30,Male,West,22/01/2016
35154,0,0,0,1,31-40,Male,East,22/01/2016
35155,1,1,0,1,21-30,Male,West,22/01/2016
35156,1,0,0,1,41-50,Female,West,22/01/2016
35157,1,0,0,0,31-40,Male,South,22/01/2016
35158,0,1,1,1,41-50,Male,South,22/01/2016
35159,0,0,0,1,21-30,Female,North,22/01/2016
35160,0,0,0,1,41-50,Female,East,22/01/2016
35161,1,1,0,1,31-40,Female,South,22/01/2016
35162,1,1,1,0,21-30,Female,West,22/01/2016
35163,0,1,0,0,21-30,Male,South,22/01/2016
35164,0,0,0,0,41-50,Male,North,22/01/2016
35165,0,1,1,0,31-40,Male,South,22/01/2016
35166,0,1,0,1,31-40,Female,East,22/01/2016
35167,1,1,0,1,31-40,Male,North,22/01/2016
35168,0,1,0,1,41-50,Male,East,22/01/2016
35169,1,0,0,1,41-50,Female,South,22/01/2016
35170,0,1,0,1,31-40,Male,West,22/01/2016
35171,0,1,0,0,41-50,Female,East,22/01/2016
35172,1,0,0,1,21-30,Female,West,22/01/2016
35173,0,0,0,1,41-50,Male,West,22/01/2016
35174,1,0,0,1,41-50,Male,North,22/01/2016
35175,0,0,1,0,21-30,Male,South,22/01/2016
35176,1,0,0,0,31-40,Male,South,22/01/2016
35177,1,0,0,1,31-40,Female,West,22/01/2016
35178,0,0,0,1,31-40,Male,West,22/01/2016
35179,1,1,0,1,21-30,Male,North,22/01/2016
35180,1,1,0,1,31-40,Male,East,22/01/2016
35181,0,0,1,0,21-30,Female,West,22/01/2016
35182,1,1,0,0,21-30,Female,West,22/01/2016
35183,1,1,1,1,31-40,Female,East,22/01/2016
35184,0,0,0,1,41-50,Female,East,22/01/2016
35185,0,1,0,1,31-40,Female,West,22/01/2016
35186,0,0,0,1,41-50,Male,North,22/01/2016
35187,1,0,1,1,41-50,Male,East,22/01/2016
35188,0,1,0,1,21-30,Male,East,22/01/2016
35189,1,1,0,1,31-40,Female,East,23/01/2016
35190,0,1,0,1,31-40,Male,West,23/01/2016
35191,0,0,0,1,41-50,Female,East,23/01/2016
35192,0,1,0,1,31-40,Male,East,23/01/2016
35193,1,0,1,1,21-30,Female,North,23/01/2016
35194,0,0,0,0,41-50,Male,North,23/01/2016
35195,0,1,0,0,41-50,Male,West,23/01/2016
35196,1,0,0,1,31-40,Female,South,23/01/2016
35197,0,0,0,1,21-30,Female,South,23/01/2016
35198,0,0,0,1,41-50,Female,West,23/01/2016
35199,1,1,0,0,21-30,Female,South,23/01/2016
35200,1,0,0,1,41-50,Female,South,23/01/2016
35201,0,0,0,1,21-30,Female,East,23/01/2016
35202,0,1,0,1,21-30,Male,North,23/01/2016
35203,0,0,0,1,31-40,Male,North,23/01/2016
35204,0,0,1,0,31-40,Female,South,23/01/2016
35205,0,1,0,1,21-30,Male,West,23/01/2016
35206,0,0,0,1,41-50,Female,South,23/01/2016
35207,1,1,0,1,21-30,Female,West,23/01/2016
35208,0,1,0,1,41-50,Female,East,23/01/2016
35209,1,0,0,1,41-50,Female,West,23/01/2016
35210,1,0,0,1,21-30,Male,North,23/01/2016
35211,0,0,0,1,41-50,Male,North,23/01/2016
35212,0,1,1,1,41-50,Female,West,23/01/2016
35213,1,0,0,1,31-40,Male,North,23/01/2016
35214,0,1,0,1,21-30,Male,North,23/01/2016
35215,1,0,0,0,41-50,Male,West,23/01/2016
35216,0,1,0,0,41-50,Male,East,23/01/2016
35217,1,1,0,0,21-30,Female,West,23/01/2016
35218,1,1,0,1,21-30,Female,North,23/01/2016
35219,1,1,0,1,41-50,Male,West,23/01/2016
35220,0,0,0,0,41-50,Male,South,23/01/2016
35221,1,1,0,1,41-50,Male,East,23/01/2016
35222,0,0,0,1,41-50,Female,South,23/01/2016
35223,0,0,1,1,41-50,Male,West,23/01/2016
35224,0,1,1,1,21-30,Male,West,23/01/2016
35225,1,0,0,0,31-40,Female,South,23/01/2016
35226,1,0,1,0,41-50,Female,West,23/01/2016
35227,1,0,0,0,31-40,Female,North,23/01/2016
35228,0,1,1,1,41-50,Female,East,23/01/2016
35229,0,1,0,0,41-50,Male,West,23/01/2016
35230,0,1,1,1,21-30,Female,South,23/01/2016
35231,0,0,0,1,21-30,Female,East,23/01/2016
35232,0,0,1,1,21-30,Male,South,23/01/2016
35233,0,0,0,0,31-40,Female,South,23/01/2016
35234,0,1,1,0,41-50,Female,North,23/01/2016
35235,1,1,0,0,41-50,Male,West,23/01/2016
35236,0,0,0,1,21-30,Female,North,23/01/2016
35237,1,0,0,1,21-30,Female,East,23/01/2016
35238,0,1,1,1,41-50,Male,West,23/01/2016
35239,0,0,0,1,41-50,Female,South,23/01/2016
35240,1,1,1,1,31-40,Male,North,23/01/2016
35241,1,0,0,1,21-30,Male,South,23/01/2016
35242,0,0,0,1,41-50,Male,North,23/01/2016
35243,1,1,0,1,41-50,Male,West,23/01/2016
35244,0,0,0,1,21-30,Male,South,23/01/2016
35245,0,0,0,1,41-50,Male,North,23/01/2016
35246,1,0,0,0,21-30,Male,North,23/01/2016
35247,0,1,0,1,41-50,Male,East,23/01/2016
35248,1,1,0,1,41-50,Male,North,23/01/2016
35249,0,0,1,1,41-50,Female,East,23/01/2016
35250,0,1,0,1,21-30,Female,East,23/01/2016
35251,0,1,0,1,31-40,Female,North,23/01/2016
35252,1,1,0,1,21-30,Female,North,23/01/2016
35253,1,1,0,1,21-30,Male,South,23/01/2016
35254,0,0,0,1,21-30,Male,North,23/01/2016
35255,0,0,0,0,41-50,Male,South,23/01/2016
35256,1,1,0,1,41-50,Female,West,23/01/2016
35257,0,1,1,0,41-50,Female,North,23/01/2016
35258,0,0,0,1,31-40,Female,North,23/01/2016
35259,1,1,0,0,31-40,Male,East,23/01/2016
35260,0,0,0,0,31-40,Male,West,23/01/2016
35261,1,1,1,1,21-30,Male,South,23/01/2016
35262,0,0,0,1,21-30,Female,North,23/01/2016
35263,1,0,0,1,21-30,Female,West,23/01/2016
35264,0,1,0,1,41-50,Female,North,23/01/2016
35265,0,1,0,1,31-40,Male,East,23/01/2016
35266,1,1,0,1,41-50,Male,East,23/01/2016
35267,1,1,0,1,21-30,Female,South,23/01/2016
35268,0,1,0,0,41-50,Male,East,23/01/2016
35269,0,1,0,1,41-50,Female,West,23/01/2016
35270,1,0,0,1,21-30,Male,North,23/01/2016
35271,0,1,0,0,21-30,Female,East,23/01/2016
35272,1,0,0,1,31-40,Female,North,23/01/2016
35273,1,1,0,1,21-30,Female,North,23/01/2016
35274,1,0,0,1,21-30,Female,South,23/01/2016
35275,0,0,1,0,31-40,Male,East,23/01/2016
35276,1,0,0,0,31-40,Male,West,23/01/2016
35277,0,1,0,0,31-40,Female,East,23/01/2016
35278,1,1,0,1,41-50,Female,East,23/01/2016
35279,0,1,0,1,31-40,Male,East,23/01/2016
35280,0,1,0,0,21-30,Male,South,23/01/2016
35281,1,0,1,1,41-50,Female,West,23/01/2016
35282,0,1,0,1,31-40,Male,East,23/01/2016
35283,1,1,0,1,41-50,Male,West,23/01/2016
35284,1,1,0,1,31-40,Male,West,23/01/2016
35285,0,1,0,1,41-50,Male,North,23/01/2016
35286,1,0,0,0,21-30,Female,East,23/01/2016
35287,1,0,0,1,41-50,Female,East,23/01/2016
35288,1,1,0,1,31-40,Female,West,23/01/2016
35289,1,0,1,1,31-40,Female,West,23/01/2016
35290,0,1,1,0,31-40,Female,North,23/01/2016
35291,0,0,1,1,21-30,Female,South,23/01/2016
35292,0,1,1,1,41-50,Male,South,23/01/2016
35293,1,0,0,1,21-30,Male,South,23/01/2016
35294,1,1,0,1,31-40,Female,East,23/01/2016
35295,1,1,0,1,41-50,Male,West,23/01/2016
35296,1,0,0,1,31-40,Male,North,23/01/2016
35297,0,0,0,0,41-50,Female,East,23/01/2016
35298,1,1,0,1,41-50,Male,South,23/01/2016
35299,0,1,0,0,31-40,Female,West,23/01/2016
35300,1,1,0,1,21-30,Female,South,23/01/2016
35301,0,0,0,1,31-40,Female,West,23/01/2016
35302,0,0,0,1,21-30,Male,South,23/01/2016
35303,1,0,0,1,31-40,Female,East,23/01/2016
35304,1,0,0,1,31-40,Female,South,23/01/2016
35305,1,1,0,1,21-30,Male,East,23/01/2016
35306,0,0,0,1,21-30,Female,East,23/01/2016
35307,1,0,0,1,31-40,Female,East,23/01/2016
35308,1,1,0,0,31-40,Female,North,23/01/2016
35309,1,0,0,0,31-40,Male,North,23/01/2016
35310,1,1,0,1,31-40,Female,North,23/01/2016
35311,0,0,0,1,21-30,Male,South,23/01/2016
35312,0,0,0,1,41-50,Female,South,23/01/2016
35313,1,1,0,1,31-40,Female,East,23/01/2016
35314,1,0,1,1,41-50,Female,South,23/01/2016
35315,0,0,0,1,21-30,Male,South,23/01/2016
35316,1,1,0,0,31-40,Female,South,23/01/2016
35317,1,1,0,0,41-50,Female,South,23/01/2016
35318,1,1,0,0,21-30,Female,West,23/01/2016
35319,0,1,0,1,41-50,Female,North,23/01/2016
35320,1,1,0,0,41-50,Female,East,23/01/2016
35321,0,0,1,1,31-40,Male,East,23/01/2016
35322,1,1,0,1,21-30,Female,North,23/01/2016
35323,1,0,1,1,21-30,Female,North,23/01/2016
35324,0,0,0,1,21-30,Male,South,23/01/2016
35325,0,1,1,1,41-50,Male,South,23/01/2016
35326,0,1,0,1,31-40,Male,South,23/01/2016
35327,0,1,0,0,31-40,Male,West,23/01/2016
35328,0,0,0,0,21-30,Male,East,23/01/2016
35329,1,0,1,1,21-30,Female,East,23/01/2016
35330,0,0,0,1,31-40,Female,South,23/01/2016
35331,1,1,1,1,41-50,Male,South,23/01/2016
35332,1,0,0,1,41-50,Male,East,23/01/2016
35333,1,1,0,1,41-50,Female,South,23/01/2016
35334,1,0,0,1,21-30,Male,North,23/01/2016
35335,1,0,0,1,21-30,Male,West,23/01/2016
35336,1,0,0,1,41-50,Female,North,23/01/2016
35337,1,0,0,1,31-40,Male,East,23/01/2016
35338,0,1,0,1,41-50,Female,North,23/01/2016
35339,0,0,0,1,21-30,Male,North,23/01/2016
35340,0,1,0,1,31-40,Male,East,23/01/2016
35341,0,1,0,0,31-40,Male,North,23/01/2016
35342,0,0,1,0,21-30,Female,West,23/01/2016
35343,1,0,1,1,21-30,Female,South,23/01/2016
35344,0,0,0,1,41-50,Male,South,23/01/2016
35345,1,0,0,1,31-40,Male,West,23/01/2016
35346,1,1,0,1,31-40,Male,West,23/01/2016
35347,1,1,0,1,21-30,Female,West,23/01/2016
35348,1,0,0,1,21-30,Male,North,24/01/2016
35349,1,0,0,1,21-30,Female,South,24/01/2016
35350,1,0,0,1,31-40,Female,North,24/01/2016
35351,0,0,0,0,41-50,Male,West,24/01/2016
35352,0,0,0,1,21-30,Male,East,24/01/2016
35353,0,1,0,1,21-30,Male,North,24/01/2016
35354,1,1,1,0,21-30,Male,South,24/01/2016
35355,1,0,0,1,21-30,Female,East,24/01/2016
35356,1,1,0,1,31-40,Male,West,24/01/2016
35357,1,1,1,0,41-50,Female,North,24/01/2016
35358,1,1,0,1,31-40,Male,East,24/01/2016
35359,0,1,1,1,21-30,Male,South,24/01/2016
35360,0,0,1,1,31-40,Female,North,24/01/2016
35361,0,0,0,0,31-40,Female,East,24/01/2016
35362,0,1,0,1,41-50,Female,West,24/01/2016
35363,0,1,1,0,31-40,Male,North,24/01/2016
35364,1,1,0,1,21-30,Male,West,24/01/2016
35365,1,0,0,1,21-30,Male,South,24/01/2016
35366,0,1,0,1,41-50,Male,North,24/01/2016
35367,1,1,0,1,41-50,Female,East,24/01/2016
35368,1,1,1,1,21-30,Male,North,24/01/2016
35369,0,0,1,1,31-40,Male,West,24/01/2016
35370,0,1,0,1,21-30,Male,East,24/01/2016
35371,0,1,0,1,31-40,Female,North,24/01/2016
35372,1,1,0,1,41-50,Female,West,24/01/2016
35373,1,0,0,1,31-40,Female,West,24/01/2016
35374,0,0,0,1,31-40,Male,East,24/01/2016
35375,1,0,0,1,31-40,Female,West,24/01/2016
35376,0,1,0,1,31-40,Male,West,24/01/2016
35377,1,1,0,0,21-30,Female,West,24/01/2016
35378,1,1,0,0,21-30,Female,West,24/01/2016
35379,0,1,0,1,41-50,Male,North,24/01/2016
35380,1,0,0,1,31-40,Female,East,24/01/2016
35381,1,0,0,0,21-30,Female,West,24/01/2016
35382,1,1,0,1,31-40,Female,East,24/01/2016
35383,1,0,0,1,21-30,Female,North,24/01/2016
35384,1,1,1,1,41-50,Male,East,24/01/2016
35385,1,1,0,1,21-30,Female,North,24/01/2016
35386,0,1,0,0,31-40,Male,North,24/01/2016
35387,1,1,0,0,31-40,Female,West,24/01/2016
35388,0,0,0,1,31-40,Male,East,24/01/2016
35389,1,0,0,1,31-40,Male,West,24/01/2016
35390,1,0,0,1,21-30,Female,West,24/01/2016
35391,0,0,0,0,31-40,Female,South,24/01/2016
35392,0,1,0,1,41-50,Female,North,24/01/2016
35393,1,1,1,1,41-50,Male,East,24/01/2016
35394,0,0,0,1,31-40,Male,North,24/01/2016
35395,1,0,0,1,31-40,Female,East,24/01/2016
35396,0,0,0,1,41-50,Female,East,24/01/2016
35397,1,0,0,0,41-50,Female,South,24/01/2016
35398,0,1,0,0,21-30,Female,South,24/01/2016
35399,0,0,0,1,21-30,Female,East,24/01/2016
35400,1,1,1,1,21-30,Female,South,24/01/2016
35401,1,0,0,0,21-30,Male,North,24/01/2016
35402,0,1,0,1,21-30,Male,North,24/01/2016
35403,0,1,0,0,31-40,Male,East,24/01/2016
35404,1,0,0,0,31-40,Male,West,24/01/2016
35405,1,0,0,1,41-50,Female,East,24/01/2016
35406,1,0,0,1,31-40,Female,North,24/01/2016
35407,1,0,0,1,41-50,Male,West,24/01/2016
35408,1,1,0,1,31-40,Female,East,24/01/2016
35409,1,1,1,0,41-50,Male,West,24/01/2016
35410,1,0,0,1,31-40,Female,East,24/01/2016
35411,1,1,0,1,21-30,Male,North,24/01/2016
35412,1,0,1,1,21-30,Female,North,24/01/2016
35413,0,0,0,1,41-50,Male,East,24/01/2016
35414,0,1,1,1,21-30,Female,West,24/01/2016
35415,1,0,0,1,41-50,Male,East,24/01/2016
35416,0,0,0,1,41-50,Female,West,24/01/2016
35417,1,0,0,1,21-30,Female,West,24/01/2016
35418,1,1,0,1,41-50,Female,North,24/01/2016
35419,1,1,1,0,41-50,Female,East,24/01/2016
35420,1,1,0,1,31-40,Female,North,24/01/2016
35421,1,0,0,1,41-50,Male,East,24/01/2016
35422,1,0,0,0,31-40,Male,East,24/01/2016
35423,1,0,1,1,21-30,Female,North,24/01/2016
35424,1,1,0,1,21-30,Female,East,24/01/2016
35425,1,1,0,0,21-30,Female,South,24/01/2016
35426,0,1,1,1,31-40,Female,North,24/01/2016
35427,1,1,0,1,31-40,Male,West,24/01/2016
35428,1,1,0,0,21-30,Male,North,24/01/2016
35429,1,1,0,1,31-40,Male,South,24/01/2016
35430,1,1,1,1,41-50,Female,West,24/01/2016
35431,0,1,1,1,21-30,Male,South,24/01/2016
35432,1,1,0,1,31-40,Male,East,24/01/2016
35433,0,0,0,1,21-30,Male,West,24/01/2016
35434,1,1,0,1,21-30,Male,South,24/01/2016
35435,1,0,1,1,41-50,Female,North,24/01/2016
35436,0,0,0,1,41-50,Female,South,24/01/2016
35437,1,1,0,1,21-30,Female,West,24/01/2016
35438,1,1,0,1,21-30,Female,East,24/01/2016
35439,0,0,0,1,41-50,Male,South,24/01/2016
35440,0,1,0,1,41-50,Male,North,24/01/2016
35441,1,1,0,1,31-40,Male,North,24/01/2016
35442,0,0,0,1,31-40,Female,East,24/01/2016
35443,1,0,1,1,31-40,Female,South,24/01/2016
35444,1,1,0,1,21-30,Male,East,24/01/2016
35445,1,0,0,1,31-40,Female,West,24/01/2016
35446,1,0,0,1,41-50,Male,North,24/01/2016
35447,0,1,1,1,41-50,Male,South,24/01/2016
35448,0,0,0,0,41-50,Male,South,24/01/2016
35449,1,1,1,0,31-40,Male,North,24/01/2016
35450,0,0,1,1,31-40,Female,East,24/01/2016
35451,1,1,0,1,21-30,Female,North,24/01/2016
35452,0,0,0,1,41-50,Male,East,24/01/2016
35453,1,1,1,0,41-50,Male,East,24/01/2016
35454,1,1,0,1,21-30,Female,West,24/01/2016
35455,0,0,1,1,31-40,Male,West,24/01/2016
35456,0,1,0,1,41-50,Male,West,24/01/2016
35457,0,1,0,0,41-50,Male,South,24/01/2016
35458,0,0,1,0,41-50,Male,West,24/01/2016
35459,1,0,0,1,31-40,Female,North,24/01/2016
35460,1,1,0,0,21-30,Male,West,24/01/2016
35461,1,0,1,0,31-40,Male,South,24/01/2016
35462,0,1,1,0,31-40,Female,North,24/01/2016
35463,1,0,0,1,31-40,Male,East,24/01/2016
35464,1,1,1,1,41-50,Female,South,24/01/2016
35465,0,0,0,0,21-30,Female,North,24/01/2016
35466,1,0,0,1,21-30,Female,North,24/01/2016
35467,1,1,0,1,21-30,Male,South,24/01/2016
35468,0,1,0,1,41-50,Female,North,24/01/2016
35469,0,0,0,1,41-50,Female,South,24/01/2016
35470,0,1,1,0,21-30,Female,South,24/01/2016
35471,1,1,1,1,41-50,Male,East,24/01/2016
35472,0,1,0,1,31-40,Female,West,24/01/2016
35473,0,1,0,0,41-50,Male,East,24/01/2016
35474,1,1,0,0,41-50,Female,North,24/01/2016
35475,1,0,0,1,41-50,Female,South,24/01/2016
35476,1,1,1,0,41-50,Female,North,24/01/2016
35477,1,1,0,1,31-40,Female,East,24/01/2016
35478,1,1,0,0,41-50,Female,South,24/01/2016
35479,0,1,0,1,31-40,Female,South,24/01/2016
35480,1,0,0,1,21-30,Female,South,24/01/2016
35481,1,0,1,1,41-50,Male,East,24/01/2016
35482,1,0,0,1,21-30,Male,South,24/01/2016
35483,1,0,0,1,21-30,Female,West,24/01/2016
35484,1,1,0,1,21-30,Male,West,24/01/2016
35485,1,0,0,0,41-50,Male,South,24/01/2016
35486,0,1,0,1,21-30,Male,South,24/01/2016
35487,1,0,1,1,41-50,Female,West,24/01/2016
35488,1,0,0,0,41-50,Male,West,24/01/2016
35489,1,1,0,1,21-30,Male,South,24/01/2016
35490,1,0,1,1,31-40,Female,West,24/01/2016
35491,0,0,0,1,41-50,Male,North,24/01/2016
35492,1,0,1,1,31-40,Female,East,24/01/2016
35493,1,0,0,1,41-50,Female,West,24/01/2016
35494,1,1,0,1,21-30,Female,North,24/01/2016
35495,0,0,0,1,21-30,Female,West,24/01/2016
35496,0,0,0,1,21-30,Male,North,24/01/2016
35497,1,0,0,1,41-50,Male,East,24/01/2016
35498,0,1,1,1,21-30,Male,East,24/01/2016
35499,0,1,0,1,41-50,Female,West,24/01/2016
35500,0,1,0,1,41-50,Female,South,24/01/2016
35501,1,1,0,0,21-30,Male,West,24/01/2016
35502,1,1,0,1,31-40,Male,East,24/01/2016
35503,0,1,1,0,41-50,Male,South,24/01/2016
35504,0,0,0,1,31-40,Female,East,24/01/2016
35505,1,0,0,1,21-30,Female,East,24/01/2016
35506,1,1,0,1,21-30,Male,South,24/01/2016
35507,0,1,1,1,41-50,Male,South,24/01/2016
35508,0,0,0,0,41-50,Female,East,24/01/2016
35509,1,1,1,1,31-40,Male,East,24/01/2016
35510,1,1,0,1,21-30,Male,North,24/01/2016
35511,1,0,0,1,21-30,Female,East,24/01/2016
35512,1,0,1,1,41-50,Female,West,24/01/2016
35513,1,0,1,1,31-40,Female,South,24/01/2016
35514,0,0,1,0,31-40,Female,West,24/01/2016
35515,0,0,0,1,21-30,Male,South,24/01/2016
35516,1,1,0,1,41-50,Male,West,24/01/2016
35517,1,1,1,1,31-40,Male,South,24/01/2016
35518,0,0,0,1,31-40,Male,North,24/01/2016
35519,1,1,0,1,21-30,Female,East,24/01/2016
35520,1,1,0,1,41-50,Female,East,24/01/2016
35521,0,0,0,1,31-40,Female,North,24/01/2016
35522,1,1,1,1,31-40,Female,West,24/01/2016
35523,1,1,0,1,21-30,Male,South,24/01/2016
35524,1,0,0,1,21-30,Male,South,24/01/2016
35525,0,0,0,1,41-50,Female,South,24/01/2016
35526,1,0,0,0,41-50,Male,South,24/01/2016
35527,1,1,1,0,21-30,Female,North,24/01/2016
35528,0,0,0,1,21-30,Female,South,24/01/2016
35529,1,0,1,1,21-30,Male,North,24/01/2016
35530,0,0,1,1,31-40,Female,North,24/01/2016
35531,0,1,0,1,31-40,Male,North,24/01/2016
35532,1,1,0,1,41-50,Female,South,24/01/2016
35533,1,1,0,1,41-50,Female,North,24/01/2016
35534,0,0,0,1,31-40,Female,East,25/01/2016
35535,1,0,1,1,21-30,Female,East,25/01/2016
35536,1,0,1,0,41-50,Female,East,25/01/2016
35537,1,0,0,1,21-30,Female,East,25/01/2016
35538,0,0,0,1,41-50,Female,South,25/01/2016
35539,0,1,1,1,21-30,Female,North,25/01/2016
35540,0,1,0,1,41-50,Female,East,25/01/2016
35541,1,1,0,1,21-30,Male,North,25/01/2016
35542,1,1,0,1,41-50,Female,North,25/01/2016
35543,1,0,0,0,31-40,Female,North,25/01/2016
35544,1,1,1,1,31-40,Male,South,25/01/2016
35545,0,0,1,1,41-50,Female,South,25/01/2016
35546,0,1,0,1,31-40,Female,West,25/01/2016
35547,0,1,0,1,31-40,Female,North,25/01/2016
35548,0,0,0,1,31-40,Female,East,25/01/2016
35549,1,1,0,0,41-50,Male,North,25/01/2016
35550,0,0,0,1,41-50,Male,West,25/01/2016
35551,1,1,0,1,21-30,Female,West,25/01/2016
35552,1,1,0,1,21-30,Female,East,25/01/2016
35553,0,1,0,1,21-30,Male,West,25/01/2016
35554,1,0,0,0,21-30,Female,West,25/01/2016
35555,0,0,0,1,31-40,Female,West,25/01/2016
35556,0,0,0,1,21-30,Female,North,25/01/2016
35557,0,1,0,1,41-50,Female,West,25/01/2016
35558,0,1,0,1,31-40,Male,West,25/01/2016
35559,0,0,0,1,41-50,Male,North,25/01/2016
35560,0,1,0,0,31-40,Female,North,25/01/2016
35561,0,1,0,1,31-40,Female,North,25/01/2016
35562,0,1,0,1,21-30,Male,East,25/01/2016
35563,1,0,1,1,21-30,Female,North,25/01/2016
35564,0,0,0,1,41-50,Male,East,25/01/2016
35565,0,1,0,1,21-30,Male,East,25/01/2016
35566,1,1,0,1,31-40,Female,South,25/01/2016
35567,0,1,0,1,41-50,Female,North,25/01/2016
35568,0,1,0,1,21-30,Male,West,25/01/2016
35569,0,0,0,1,21-30,Male,West,25/01/2016
35570,0,0,0,1,31-40,Female,South,25/01/2016
35571,0,0,0,1,41-50,Female,West,25/01/2016
35572,0,1,1,1,41-50,Female,North,25/01/2016
35573,0,0,1,1,21-30,Male,West,25/01/2016
35574,0,1,1,1,21-30,Female,North,25/01/2016
35575,0,1,0,1,21-30,Female,North,25/01/2016
35576,1,1,0,0,21-30,Male,West,25/01/2016
35577,0,0,0,1,21-30,Female,South,25/01/2016
35578,1,0,0,1,21-30,Female,West,25/01/2016
35579,0,1,1,1,21-30,Female,South,25/01/2016
35580,1,0,0,1,31-40,Male,East,25/01/2016
35581,0,1,0,1,21-30,Male,East,25/01/2016
35582,0,1,0,1,31-40,Female,West,25/01/2016
35583,1,0,1,0,41-50,Male,East,25/01/2016
35584,0,0,0,1,21-30,Female,East,25/01/2016
35585,0,0,0,0,31-40,Female,South,25/01/2016
35586,0,1,0,0,41-50,Male,North,25/01/2016
35587,1,1,0,0,31-40,Female,East,25/01/2016
35588,1,1,0,1,41-50,Male,North,25/01/2016
35589,1,1,1,1,41-50,Female,West,25/01/2016
35590,0,0,0,1,41-50,Male,East,25/01/2016
35591,0,1,1,1,41-50,Male,South,25/01/2016
35592,1,0,0,1,41-50,Female,East,25/01/2016
35593,1,1,0,1,41-50,Male,North,25/01/2016
35594,1,1,1,1,31-40,Male,North,25/01/2016
35595,0,0,0,1,31-40,Female,North,25/01/2016
35596,0,0,0,1,41-50,Male,North,25/01/2016
35597,1,1,0,1,21-30,Female,South,25/01/2016
35598,0,0,0,1,31-40,Male,North,25/01/2016
35599,1,0,0,1,41-50,Female,North,25/01/2016
35600,1,0,0,0,21-30,Male,East,25/01/2016
35601,0,0,0,0,31-40,Male,North,25/01/2016
35602,0,0,1,1,41-50,Male,South,25/01/2016
35603,0,0,0,0,21-30,Female,East,25/01/2016
35604,1,1,1,1,21-30,Female,North,25/01/2016
35605,1,0,0,1,41-50,Female,North,25/01/2016
35606,0,1,0,1,21-30,Female,North,25/01/2016
35607,0,1,0,0,41-50,Male,East,25/01/2016
35608,1,0,0,1,31-40,Male,East,25/01/2016
35609,0,1,0,1,31-40,Female,East,25/01/2016
35610,0,1,1,1,41-50,Female,South,25/01/2016
35611,0,0,1,0,31-40,Male,South,25/01/2016
35612,1,0,0,1,41-50,Male,South,25/01/2016
35613,0,0,0,1,41-50,Female,North,25/01/2016
35614,0,0,1,1,41-50,Female,South,25/01/2016
35615,1,0,0,1,21-30,Male,South,25/01/2016
35616,0,1,1,1,31-40,Male,North,25/01/2016
35617,1,1,0,1,21-30,Female,East,25/01/2016
35618,1,1,1,1,41-50,Female,East,25/01/2016
35619,0,1,0,1,21-30,Female,South,25/01/2016
35620,0,1,1,1,21-30,Female,South,25/01/2016
35621,1,1,1,1,41-50,Female,East,25/01/2016
35622,1,1,1,0,31-40,Male,West,25/01/2016
35623,1,1,0,1,21-30,Female,East,25/01/2016
35624,0,0,0,0,21-30,Male,West,25/01/2016
35625,1,1,1,1,31-40,Female,West,25/01/2016
35626,0,1,0,1,21-30,Male,East,25/01/2016
35627,0,1,0,1,21-30,Male,North,25/01/2016
35628,0,0,0,0,31-40,Female,West,25/01/2016
35629,0,1,0,1,41-50,Female,East,25/01/2016
