id,KPI - METRIC1,KPI - METRIC2,KPI - METRIC3,KPI - METRIC4,KPI - METRIC5,Age,Gender,Region,Date
34051,1,1,1,1,1,41-50,Male,East,19/09/2016
34052,1,1,0,1,0,31-40,Female,East,10/10/2016
34053,1,1,1,1,1,41-50,Female,West,18/04/2015
34054,0,1,0,1,0,21-30,Male,East,24/08/2016
34055,1,0,1,1,0,41-50,Female,East,23/09/2015
34056,0,1,1,1,1,41-50,Female,East,11/06/2015
34057,0,1,1,0,1,21-30,Female,North,13/12/2015
34058,0,1,0,1,1,21-30,Male,East,13/02/2015
34059,1,0,0,1,1,41-50,Male,West,18/03/2015
34060,0,1,1,1,1,31-40,Male,West,18/10/2015
34061,0,1,1,0,0,41-50,Female,North,14/05/2016
34062,0,1,0,1,0,31-40,Male,North,25/08/2016
34063,1,1,1,0,1,31-40,Female,North,25/08/2015
34064,0,1,0,1,1,31-40,Male,East,10/10/2016
34065,1,1,1,1,1,41-50,Female,North,15/10/2015
34066,1,1,1,0,0,41-50,Female,South,16/09/2016
34067,0,1,0,0,0,31-40,Female,West,12/10/2016
34068,0,0,1,1,1,41-50,Female,North,24/07/2016
34069,0,1,0,0,1,21-30,Female,West,16/06/2016
34070,0,1,0,1,1,21-30,Female,East,17/07/2015
34071,0,1,0,1,0,31-40,Male,East,23/04/2015
34072,0,1,0,1,1,31-40,Female,East,16/09/2016
34073,1,1,0,1,1,41-50,Female,South,12/06/2016
34074,1,1,1,1,1,21-30,Female,North,11/10/2015
34075,0,1,0,1,1,31-40,Female,North,17/06/2015
34076,0,1,0,1,1,31-40,Female,East,22/04/2015
34077,1,1,0,1,0,31-40,Male,West,16/03/2015
34078,0,0,1,1,1,31-40,Male,East,17/03/2016
34079,0,1,0,0,0,41-50,Male,East,23/10/2015
34080,1,1,0,1,1,41-50,Male,West,22/09/2016
34081,0,1,1,1,1,41-50,Male,East,11/10/2015
34082,0,1,1,0,0,41-50,Male,East,10/11/2016
34083,1,1,0,1,1,41-50,Male,East,19/05/2015
34084,0,0,0,1,1,41-50,Female,East,12/12/2015
34085,0,0,1,1,0,41-50,Female,East,20/10/2015
34086,1,1,1,1,0,31-40,Male,West,19/03/2016
34087,1,1,0,0,1,41-50,Male,East,15/11/2016
34088,1,1,0,1,1,31-40,Female,South,18/05/2016
34089,0,1,1,1,0,21-30,Female,North,23/01/2016
34090,0,1,1,1,1,31-40,Female,North,24/08/2016
34091,1,1,0,1,1,21-30,Female,South,14/02/2015
34092,1,1,1,0,0,21-30,Male,East,10/08/2015
34093,0,1,1,1,1,41-50,Male,East,15/06/2015
34094,0,1,1,1,1,41-50,Male,East,11/04/2015
34095,1,1,0,1,0,21-30,Male,West,12/08/2015
34096,1,1,0,0,0,31-40,Female,South,25/08/2015
34097,1,1,1,1,0,21-30,Male,South,11/08/2015
34098,1,1,0,0,1,31-40,Female,East,17/09/2015
34099,1,1,1,1,1,21-30,Female,South,12/10/2016
34100,1,1,1,1,0,31-40,Female,West,16/05/2015
34101,1,1,0,1,1,21-30,Male,East,19/06/2016
34102,1,1,0,0,0,31-40,Female,East,16/11/2016
34103,0,1,0,1,1,41-50,Male,North,13/07/2016
34104,0,0,0,1,1,21-30,Male,West,19/10/2015
34105,1,0,0,1,0,21-30,Male,South,18/12/2016
34106,1,1,0,1,0,41-50,Female,East,22/02/2016
34107,0,1,0,1,0,21-30,Male,South,22/11/2015
34108,0,1,0,1,1,21-30,Male,East,11/02/2016
34109,1,1,1,1,0,21-30,Male,South,12/10/2015
34110,1,1,1,1,0,31-40,Female,East,13/11/2016
34111,0,1,1,1,0,41-50,Male,South,22/10/2016
34112,1,1,1,1,1,21-30,Female,South,23/07/2015
34113,1,0,0,0,1,31-40,Female,East,18/06/2016
34114,1,0,0,1,0,21-30,Male,East,15/07/2015
34115,0,1,1,1,1,41-50,Male,North,23/12/2016
34116,0,1,1,0,1,31-40,Female,North,15/02/2016
34117,0,1,1,1,1,41-50,Male,West,17/01/2016
34118,1,1,0,1,1,41-50,Female,East,21/01/2016
34119,0,1,0,1,0,31-40,Female,North,25/09/2016
34120,0,1,0,0,0,21-30,Male,North,17/10/2015
34121,0,1,0,1,1,41-50,Male,South,23/04/2015
34122,1,1,0,1,0,41-50,Male,East,15/02/2015
34123,1,1,1,0,1,31-40,Female,East,10/08/2016
34124,0,1,1,1,1,41-50,Female,West,10/02/2016
34125,0,1,0,0,0,41-50,Female,North,16/11/2015
34126,0,1,0,1,0,41-50,Female,East,11/11/2015
34127,1,1,0,1,1,21-30,Female,East,11/12/2015
34128,0,1,0,0,1,31-40,Male,North,24/02/2016
34129,0,1,0,1,0,21-30,Male,North,25/11/2015
34130,1,1,0,0,0,21-30,Male,East,18/06/2015
34131,0,1,0,1,0,31-40,Female,North,12/07/2016
34132,1,1,0,1,1,31-40,Male,West,18/04/2015
34133,0,0,1,1,0,41-50,Female,West,15/09/2016
34134,0,1,0,1,1,21-30,Male,East,19/06/2016
34135,1,1,0,1,1,31-40,Female,West,25/07/2016
34136,1,1,1,1,1,31-40,Male,West,14/04/2016
34137,0,1,1,0,0,31-40,Male,North,15/06/2015
34138,1,1,0,1,1,41-50,Male,West,12/05/2016
34139,0,1,1,1,1,31-40,Male,East,17/03/2016
34140,0,1,0,1,1,31-40,Female,West,10/10/2016
34141,0,1,1,1,0,31-40,Female,North,23/01/2015
34142,1,1,0,0,0,31-40,Male,East,13/12/2015
34143,0,1,1,0,1,41-50,Male,West,14/12/2015
34144,0,1,0,1,0,31-40,Female,South,20/12/2016
34145,1,1,0,1,0,21-30,Male,South,14/12/2016
34146,1,1,1,1,1,41-50,Female,East,17/12/2015
34147,1,1,1,1,1,41-50,Male,West,14/11/2016
34148,0,0,0,1,1,41-50,Female,North,24/03/2016
34149,1,1,1,1,0,41-50,Male,North,24/02/2015
34150,1,0,0,1,1,41-50,Male,East,21/05/2016
34151,0,1,0,1,0,21-30,Female,East,22/07/2015
34152,1,1,0,1,1,31-40,Male,East,25/08/2015
34153,0,1,0,1,1,21-30,Female,North,15/05/2016
34154,1,1,1,0,0,21-30,Male,East,13/04/2016
34155,1,1,1,1,1,41-50,Male,South,14/09/2016
34156,1,1,1,1,1,41-50,Male,North,18/05/2015
34157,0,0,0,1,1,31-40,Female,West,21/08/2015
34158,1,0,1,1,0,21-30,Male,West,18/12/2016
34159,0,1,0,1,0,21-30,Female,West,25/01/2016
34160,0,1,0,1,0,31-40,Male,South,10/09/2015
34161,1,1,1,1,0,21-30,Male,West,16/05/2015
34162,1,1,0,1,0,21-30,Male,North,23/11/2016
34163,0,1,1,1,1,21-30,Male,East,22/08/2015
34164,1,0,1,0,0,41-50,Female,South,16/06/2016
34165,0,0,0,1,1,31-40,Male,West,23/01/2015
34166,1,1,0,1,1,31-40,Female,East,10/08/2016
34167,1,1,0,0,0,41-50,Male,North,15/01/2016
34168,0,1,0,1,1,31-40,Female,South,15/07/2016
34169,0,1,0,1,1,31-40,Female,South,23/09/2015
34170,0,1,0,0,0,31-40,Male,North,13/06/2015
34171,0,0,1,1,1,21-30,Female,West,15/01/2016
34172,0,1,0,1,1,21-30,Male,East,18/08/2015
34173,0,1,0,1,0,41-50,Female,East,17/01/2015
34174,0,1,0,1,0,31-40,Female,North,15/06/2016
34175,1,0,0,1,0,41-50,Female,North,24/05/2016
34176,1,1,1,0,0,31-40,Female,North,19/04/2016
34177,1,1,0,1,0,31-40,Female,East,19/09/2016
34178,0,1,0,1,0,31-40,Female,North,25/11/2016
34179,0,1,1,1,1,31-40,Female,North,11/03/2016
34180,1,1,0,0,0,41-50,Female,West,24/02/2016
34181,0,1,1,0,1,21-30,Male,West,13/11/2016
34182,0,1,0,1,1,31-40,Female,North,15/03/2016
34183,1,1,0,1,0,21-30,Male,West,25/06/2015
34184,0,1,0,1,0,31-40,Female,North,11/04/2016
34185,0,1,1,1,1,21-30,Male,East,18/03/2016
34186,1,0,1,1,1,21-30,Male,North,15/02/2015
34187,1,0,0,1,1,41-50,Male,North,16/07/2016
34188,0,1,1,1,0,21-30,Male,South,10/02/2015
34189,1,1,0,0,0,41-50,Male,North,14/08/2015
34190,0,0,1,1,0,31-40,Female,South,24/08/2015
34191,0,0,0,1,0,41-50,Male,North,16/06/2015
34192,0,1,1,1,0,31-40,Male,West,22/02/2015
34193,1,1,0,1,0,31-40,Female,West,20/04/2015
34194,0,1,0,1,0,41-50,Female,South,16/03/2015
34195,1,1,1,1,0,21-30,Male,East,13/01/2016
34196,1,1,1,1,1,21-30,Female,West,12/05/2015
34197,1,1,0,1,1,31-40,Female,South,12/07/2015
34198,1,1,0,1,0,31-40,Male,West,23/03/2016
34199,1,1,0,1,1,41-50,Male,East,16/04/2015
34200,0,1,1,1,1,31-40,Female,North,12/08/2015
34201,1,1,1,1,0,21-30,Female,West,16/04/2016
34202,1,1,1,0,1,31-40,Female,South,11/05/2016
34203,1,1,0,0,1,31-40,Female,North,10/11/2015
34204,1,1,0,0,0,31-40,Male,North,20/09/2016
34205,1,1,1,1,0,41-50,Male,West,16/08/2015
34206,0,1,1,1,1,31-40,Male,North,13/03/2015
34207,1,1,0,1,0,31-40,Female,East,20/08/2016
34208,1,1,0,1,0,21-30,Female,East,23/10/2016
34209,1,1,1,0,0,21-30,Male,South,11/03/2016
34210,0,1,1,1,1,41-50,Male,East,22/08/2016
34211,1,0,1,1,1,21-30,Female,South,15/05/2015
34212,1,0,0,1,1,31-40,Female,South,23/09/2016
34213,1,1,0,1,0,21-30,Female,South,22/09/2016
34214,1,0,0,1,1,21-30,Female,East,18/07/2016
34215,0,1,1,0,0,31-40,Female,South,14/12/2016
34216,1,1,1,1,1,41-50,Female,West,25/12/2015
34217,1,1,1,1,0,41-50,Male,East,18/11/2016
34218,1,0,0,1,0,31-40,Male,West,20/08/2016
34219,1,1,0,1,0,41-50,Male,North,22/11/2016
34220,1,1,0,1,1,31-40,Male,North,21/06/2016
34221,1,1,0,1,1,21-30,Male,West,24/07/2016
34222,1,1,1,1,1,31-40,Male,East,23/01/2016
34223,0,1,0,1,0,21-30,Female,North,11/01/2015
34224,1,1,1,0,0,21-30,Female,East,14/11/2015
34225,1,1,0,1,1,21-30,Female,East,10/04/2016
34226,0,0,0,1,0,21-30,Female,West,11/02/2016
34227,1,1,0,1,1,31-40,Male,West,20/02/2015
34228,1,1,1,0,0,41-50,Female,South,24/03/2016
34229,1,0,0,1,0,41-50,Female,West,20/03/2015
34230,1,1,1,1,1,21-30,Female,North,24/06/2016
34231,0,0,0,0,0,31-40,Male,East,19/06/2015
34232,0,0,0,1,1,41-50,Female,North,12/12/2016
34233,0,1,1,0,0,21-30,Male,North,19/01/2016
34234,1,0,1,1,1,41-50,Female,East,16/08/2015
34235,0,1,0,1,1,31-40,Female,East,18/12/2016
34236,0,1,1,1,1,21-30,Male,South,17/03/2015
34237,1,1,1,1,1,31-40,Male,South,19/03/2016
34238,1,0,1,1,0,31-40,Male,South,18/02/2016
34239,0,0,0,1,1,31-40,Female,South,18/08/2016
34240,0,1,1,0,1,41-50,Female,South,22/02/2015
34241,1,1,0,1,0,41-50,Female,West,19/02/2015
34242,1,1,0,1,1,41-50,Female,North,10/03/2015
34243,0,1,1,1,0,31-40,Male,North,17/05/2015
34244,1,1,1,1,1,21-30,Male,South,23/08/2015
34245,0,0,0,1,1,21-30,Male,West,22/11/2015
34246,1,1,1,1,1,21-30,Male,North,17/12/2015
34247,1,1,0,1,1,31-40,Male,East,10/04/2016
34248,1,1,1,1,1,41-50,Male,West,23/02/2015
34249,0,0,1,1,1,21-30,Female,West,21/02/2016
34250,0,1,0,1,1,31-40,Female,North,25/12/2015
34251,1,1,1,1,1,21-30,Female,East,11/06/2015
34252,1,1,0,1,1,21-30,Male,West,19/01/2016
34253,1,0,1,0,0,41-50,Male,West,18/06/2016
34254,0,1,1,1,1,41-50,Male,North,24/02/2016
34255,1,0,0,1,1,41-50,Male,North,25/08/2016
34256,0,1,1,1,0,31-40,Female,West,21/11/2015
34257,0,1,0,1,0,31-40,Male,South,16/07/2015
34258,0,1,0,1,1,21-30,Female,East,14/05/2016
34259,0,1,0,1,0,41-50,Female,South,24/03/2015
34260,1,1,0,1,0,21-30,Male,West,15/05/2015
34261,0,1,0,1,0,41-50,Male,East,22/06/2015
34262,1,1,0,1,1,21-30,Male,North,13/10/2016
34263,0,0,1,1,0,31-40,Female,West,15/11/2015
34264,1,1,1,1,1,21-30,Male,West,16/03/2016
34265,1,1,1,1,0,21-30,Female,West,21/12/2016
34266,0,0,1,1,1,41-50,Male,South,22/06/2016
34267,0,0,0,1,1,41-50,Female,North,10/08/2015
34268,1,1,0,1,1,41-50,Male,East,16/05/2016
34269,0,1,0,1,1,21-30,Male,South,24/11/2016
34270,1,1,0,1,0,21-30,Female,North,11/12/2015
34271,1,0,1,1,0,21-30,Male,East,11/01/2016
34272,1,1,0,0,1,31-40,Male,East,23/07/2015
34273,0,1,1,1,0,31-40,Male,East,11/04/2016
34274,1,1,1,0,0,21-30,Male,West,19/11/2015
34275,0,1,1,1,0,21-30,Male,West,13/07/2015
34276,1,1,0,0,0,31-40,Male,East,11/03/2015
34277,0,1,0,1,1,31-40,Female,South,17/04/2015
34278,1,1,0,1,1,31-40,Female,West,12/07/2016
34279,1,1,0,1,1,21-30,Female,East,14/02/2015
34280,1,1,1,1,0,41-50,Male,East,23/07/2016
34281,1,0,1,0,0,31-40,Male,East,23/07/2016
34282,0,1,0,1,1,31-40,Female,East,25/02/2015
34283,1,1,0,1,0,41-50,Male,North,14/03/2016
34284,1,1,0,1,0,41-50,Male,East,18/04/2016
34285,1,0,1,1,1,41-50,Male,East,24/05/2015
34286,1,1,0,1,0,31-40,Male,East,20/12/2015
34287,1,1,1,1,0,41-50,Male,South,21/01/2016
34288,1,0,1,1,0,31-40,Male,East,22/04/2016
34289,0,1,1,1,0,21-30,Male,North,13/09/2015
34290,1,1,0,1,1,31-40,Female,East,18/08/2016
34291,1,1,1,1,1,31-40,Male,East,25/02/2015
34292,0,1,1,0,0,41-50,Male,North,10/07/2016
34293,0,0,0,1,1,41-50,Male,West,20/05/2015
34294,1,1,1,0,1,31-40,Female,North,23/09/2015
34295,0,1,1,1,0,21-30,Female,North,20/01/2015
34296,1,1,1,1,0,41-50,Male,West,15/02/2016
34297,0,1,1,0,1,21-30,Female,South,11/05/2015
34298,1,1,0,1,0,31-40,Female,East,18/11/2016
34299,1,1,0,1,0,31-40,Male,East,11/06/2015
34300,1,1,1,0,1,21-30,Female,West,25/04/2016
34301,1,1,1,0,1,41-50,Female,South,15/03/2015
34302,1,1,0,1,1,31-40,Female,West,24/10/2016
34303,0,0,1,0,0,41-50,Male,North,24/11/2015
34304,0,1,1,1,1,21-30,Female,West,10/07/2015
34305,0,1,1,1,0,31-40,Male,South,20/03/2015
34306,1,1,1,0,1,21-30,Female,West,21/09/2015
34307,1,1,1,0,1,31-40,Male,West,14/12/2016
34308,1,1,1,1,0,31-40,Female,West,18/12/2016
34309,0,0,0,1,0,21-30,Female,South,12/12/2015
34310,0,1,0,1,0,31-40,Male,West,25/07/2015
34311,0,1,1,1,0,41-50,Female,West,12/12/2015
34312,0,1,1,1,1,31-40,Male,North,18/07/2016
34313,1,0,1,0,0,21-30,Male,West,16/02/2016
34314,1,1,1,1,1,21-30,Female,North,10/04/2016
34315,0,1,0,1,1,41-50,Female,West,17/04/2016
34316,1,1,0,1,0,21-30,Female,East,10/12/2016
34317,1,1,1,1,1,41-50,Female,West,17/08/2015
34318,0,0,1,1,0,31-40,Female,East,12/04/2016
34319,0,1,1,0,0,21-30,Female,North,24/09/2016
34320,1,1,0,1,0,41-50,Female,North,17/06/2015
34321,1,1,1,1,1,41-50,Female,North,13/11/2016
34322,1,1,1,1,0,31-40,Female,South,21/05/2015
34323,1,1,1,1,1,31-40,Female,North,19/08/2015
34324,0,0,0,1,1,21-30,Male,West,23/05/2016
34325,0,1,0,0,0,21-30,Female,West,13/02/2016
34326,1,1,1,1,1,41-50,Female,West,20/10/2016
34327,1,1,0,1,1,31-40,Male,East,10/10/2015
34328,0,1,1,1,1,31-40,Female,East,10/03/2016
34329,0,1,0,1,0,41-50,Male,West,25/09/2015
34330,0,1,1,0,1,41-50,Male,South,21/09/2016
34331,1,1,0,0,0,31-40,Male,North,14/06/2016
34332,0,1,0,1,0,21-30,Male,North,20/11/2015
34333,1,1,0,1,0,31-40,Male,South,16/01/2016
34334,0,1,0,1,1,41-50,Male,East,19/08/2015
34335,0,1,1,1,0,21-30,Male,South,24/01/2016
34336,1,1,1,1,0,31-40,Female,East,24/06/2016
34337,1,1,0,1,1,31-40,Male,South,11/08/2015
34338,1,1,0,1,1,41-50,Male,South,23/08/2016
34339,0,1,0,1,0,41-50,Male,West,16/12/2015
34340,1,1,0,1,1,21-30,Male,West,24/02/2016
34341,0,1,1,0,1,31-40,Male,South,22/12/2016
34342,0,1,1,1,0,41-50,Female,North,14/06/2015
34343,1,0,1,1,1,21-30,Male,East,25/08/2015
34344,0,1,1,1,0,31-40,Female,West,12/12/2015
34345,0,1,0,0,0,41-50,Male,North,22/03/2016
34346,0,1,0,0,0,31-40,Female,West,24/03/2015
34347,0,0,1,1,1,21-30,Female,North,14/02/2016
34348,0,1,1,1,1,21-30,Male,North,19/06/2015
34349,1,0,1,1,1,31-40,Female,North,22/05/2016
34350,0,1,0,1,1,31-40,Male,East,15/02/2016
34351,1,1,0,0,0,41-50,Female,North,21/06/2016
34352,0,1,0,1,1,31-40,Male,West,24/08/2015
34353,1,1,0,1,1,31-40,Female,West,10/11/2016
34354,0,1,1,1,1,21-30,Male,West,24/02/2015
34355,0,1,0,1,0,41-50,Female,South,13/10/2016
34356,1,1,0,1,0,41-50,Female,West,10/07/2015
34357,1,0,1,0,0,21-30,Male,South,11/11/2015
34358,0,1,0,1,0,31-40,Female,South,22/01/2016
34359,0,1,1,1,1,41-50,Male,East,21/09/2016
34360,1,1,1,1,1,21-30,Female,West,20/04/2016
34361,1,1,0,1,1,31-40,Female,South,17/10/2016
34362,1,1,1,1,0,41-50,Female,South,15/05/2016
34363,1,1,1,1,1,41-50,Male,East,16/10/2015
34364,0,1,0,0,1,21-30,Female,South,12/01/2016
34365,0,0,1,1,1,31-40,Female,South,12/11/2015
34366,1,1,0,1,0,41-50,Female,South,11/01/2015
34367,0,1,0,1,1,31-40,Female,South,17/10/2015
34368,1,1,0,1,1,31-40,Female,East,13/12/2016
34369,0,0,0,0,1,31-40,Female,West,17/11/2015
34370,0,1,0,1,1,21-30,Female,South,22/06/2016
34371,1,1,1,0,1,41-50,Male,North,12/01/2015
34372,1,1,1,1,0,31-40,Male,North,20/02/2016
34373,0,1,1,1,1,21-30,Female,West,19/05/2015
34374,0,1,1,1,0,41-50,Female,South,18/05/2016
34375,0,1,0,1,1,21-30,Male,North,10/05/2016
34376,0,1,1,1,1,21-30,Male,East,21/04/2016
34377,0,1,1,0,0,41-50,Male,North,21/07/2015
34378,0,1,1,1,1,31-40,Female,West,19/12/2016
34379,1,1,0,0,0,21-30,Female,East,19/11/2015
34380,1,1,1,1,0,21-30,Female,West,19/10/2015
34381,0,1,0,1,1,41-50,Male,West,11/09/2015
34382,1,1,1,1,1,31-40,Male,East,20/07/2016
34383,0,1,0,1,0,21-30,Female,North,11/03/2016
34384,1,1,0,1,1,31-40,Female,East,23/07/2016
34385,1,0,0,1,0,41-50,Male,South,20/06/2015
34386,0,1,0,1,0,41-50,Male,West,17/03/2015
34387,0,1,0,1,0,41-50,Female,North,22/04/2016
34388,1,1,1,0,1,41-50,Female,South,15/04/2016
34389,1,1,1,0,0,41-50,Male,East,10/10/2015
34390,1,0,1,0,1,21-30,Female,South,12/10/2015
34391,0,1,1,0,0,41-50,Male,West,13/05/2015
34392,0,0,0,0,0,31-40,Male,West,10/12/2016
34393,1,1,0,1,1,21-30,Male,East,25/09/2016
34394,1,0,0,1,0,21-30,Female,East,21/10/2016
34395,1,1,1,1,0,31-40,Female,East,11/09/2016
34396,0,1,0,1,1,21-30,Male,North,24/09/2016
34397,1,1,0,0,0,41-50,Male,North,18/06/2016
34398,1,0,0,1,0,41-50,Male,South,13/08/2015
34399,0,1,0,1,1,31-40,Male,North,18/11/2016
34400,0,1,1,1,0,21-30,Male,West,14/12/2016
34401,0,1,0,1,1,21-30,Male,West,18/06/2016
34402,1,1,0,1,1,31-40,Female,East,22/12/2015
34403,1,0,1,1,0,41-50,Male,North,20/04/2016
34404,0,0,0,1,1,31-40,Female,East,23/02/2015
34405,1,1,1,0,1,21-30,Female,North,13/12/2015
34406,1,1,0,1,0,41-50,Female,South,22/07/2016
34407,0,1,0,1,0,41-50,Male,West,16/07/2016
34408,1,1,0,1,0,41-50,Male,North,12/02/2015
34409,0,1,1,1,0,31-40,Male,South,21/05/2015
34410,1,0,0,1,1,41-50,Female,East,22/10/2016
34411,1,1,1,1,0,41-50,Male,West,15/10/2015
34412,0,1,0,1,0,21-30,Male,West,22/11/2016
34413,0,1,0,1,0,21-30,Female,East,18/07/2015
34414,0,0,0,1,1,21-30,Male,East,24/06/2015
34415,0,0,1,1,1,21-30,Female,South,19/01/2016
34416,0,0,0,0,0,21-30,Female,East,21/08/2016
34417,0,1,0,1,1,31-40,Female,North,13/09/2016
34418,0,1,1,1,1,31-40,Female,North,25/05/2015
34419,1,0,0,1,0,31-40,Male,North,11/05/2016
34420,1,1,0,0,0,31-40,Female,South,23/08/2016
34421,0,0,0,1,1,41-50,Male,East,16/02/2015
34422,0,1,1,0,1,41-50,Female,South,24/05/2016
34423,1,1,1,0,0,21-30,Male,West,22/04/2015
34424,1,1,1,1,1,41-50,Female,North,23/12/2016
34425,1,0,1,1,0,21-30,Female,South,13/08/2015
34426,0,1,0,1,1,31-40,Female,North,19/02/2016
34427,0,1,1,1,0,21-30,Male,West,23/03/2015
34428,0,1,1,1,1,31-40,Male,North,15/12/2016
34429,1,1,0,1,1,31-40,Male,North,12/09/2016
34430,0,0,1,1,0,41-50,Female,East,10/09/2015
34431,1,1,0,1,0,21-30,Male,West,21/02/2015
34432,0,1,0,1,0,41-50,Male,South,24/03/2015
34433,1,0,1,1,1,31-40,Male,West,19/06/2015
34434,1,1,1,1,0,41-50,Female,North,10/06/2015
34435,1,0,0,1,1,41-50,Male,West,14/07/2016
34436,1,1,0,0,1,41-50,Male,West,21/10/2016
34437,1,1,1,1,1,21-30,Male,South,19/03/2015
34438,1,1,1,1,0,41-50,Female,North,25/10/2015
34439,0,1,1,1,0,41-50,Male,South,13/07/2016
34440,1,1,1,1,0,21-30,Female,South,17/06/2016
34441,0,1,0,0,0,31-40,Male,North,12/07/2016
34442,1,1,0,1,1,41-50,Male,South,15/11/2016
34443,0,0,1,1,1,41-50,Female,South,13/11/2015
34444,0,1,0,1,0,21-30,Male,West,15/11/2016
34445,0,1,1,1,1,41-50,Male,East,17/03/2015
34446,1,0,0,1,1,31-40,Female,North,21/01/2015
34447,0,1,1,1,0,41-50,Male,South,14/12/2015
34448,1,1,0,1,0,31-40,Female,East,22/09/2016
34449,0,1,0,0,1,31-40,Female,North,20/07/2015
34450,1,1,0,1,1,41-50,Male,East,21/12/2016
34451,0,1,1,1,0,41-50,Female,North,15/01/2015
34452,0,1,0,1,0,21-30,Male,North,10/11/2016
34453,0,1,0,1,1,41-50,Female,South,16/10/2015
34454,1,1,0,0,1,41-50,Female,North,11/03/2015
34455,0,0,0,1,1,21-30,Male,East,10/09/2015
34456,0,1,0,1,0,31-40,Male,West,12/04/2016
34457,1,1,0,0,1,31-40,Male,East,11/12/2016
34458,1,1,0,1,0,31-40,Female,South,18/05/2016
34459,1,1,0,1,0,41-50,Male,East,16/10/2015
34460,0,1,1,1,0,31-40,Male,South,10/07/2015
34461,1,0,0,0,0,21-30,Male,North,12/01/2016
34462,1,1,0,1,0,31-40,Female,East,11/05/2015
34463,1,0,1,1,0,41-50,Female,North,25/06/2016
34464,1,1,1,1,0,31-40,Male,East,20/07/2015
34465,0,1,0,1,1,41-50,Male,West,12/07/2015
34466,1,1,0,1,1,41-50,Female,West,23/07/2016
34467,1,1,1,1,0,31-40,Female,West,23/02/2016
34468,0,1,1,0,1,21-30,Female,West,18/02/2016
34469,1,1,1,1,1,21-30,Female,South,14/09/2015
34470,0,1,1,0,0,41-50,Male,North,20/03/2015
34471,1,1,1,1,1,31-40,Female,North,24/09/2015
34472,0,1,1,1,1,21-30,Male,West,13/03/2015
34473,1,1,1,1,1,31-40,Female,West,20/10/2016
34474,0,0,0,1,0,41-50,Female,North,20/12/2016
34475,1,1,1,0,0,41-50,Female,South,20/11/2015
34476,0,1,0,1,1,41-50,Female,West,17/10/2016
34477,1,1,0,0,1,31-40,Female,West,24/07/2016
34478,0,0,0,1,1,21-30,Male,South,16/09/2015
34479,1,1,1,0,1,21-30,Male,West,17/05/2015
34480,1,1,0,1,1,31-40,Male,North,19/06/2015
34481,0,1,1,1,1,41-50,Female,South,25/10/2016
34482,1,1,1,0,0,41-50,Male,South,20/09/2016
34483,0,0,1,1,1,41-50,Female,South,11/01/2015
34484,0,1,0,1,1,31-40,Female,North,22/05/2016
34485,1,1,0,1,1,41-50,Male,North,19/11/2016
34486,1,0,0,1,1,31-40,Female,South,18/01/2016
34487,0,1,1,1,1,41-50,Female,East,18/01/2015
34488,1,0,0,1,1,31-40,Female,South,24/04/2016
34489,0,1,0,1,1,31-40,Female,North,23/09/2015
34490,1,1,1,1,1,21-30,Male,South,12/03/2016
34491,1,0,0,1,1,31-40,Male,East,13/12/2015
34492,0,1,1,0,0,31-40,Female,West,18/09/2015
34493,1,1,0,0,0,21-30,Male,West,15/11/2016
34494,0,1,1,1,1,21-30,Female,West,22/01/2015
34495,0,1,1,1,0,41-50,Female,East,22/03/2016
34496,1,1,0,1,1,31-40,Male,West,22/02/2016
34497,1,1,1,1,0,21-30,Female,North,18/02/2015
34498,0,1,1,1,1,21-30,Male,West,11/02/2016
34499,1,1,1,1,0,41-50,Female,South,15/05/2016
34500,1,1,0,1,0,31-40,Male,South,16/01/2015
34501,0,1,0,0,0,41-50,Male,South,23/01/2016
34502,1,1,1,1,1,31-40,Female,West,12/07/2015
34503,1,1,1,1,1,31-40,Female,South,20/01/2016
34504,1,1,0,1,1,41-50,Female,East,18/07/2015
34505,1,1,1,1,1,21-30,Female,South,20/11/2015
34506,1,1,0,1,0,31-40,Male,East,19/10/2015
34507,1,0,0,1,0,21-30,Female,East,24/06/2016
34508,1,1,0,1,1,31-40,Male,North,15/09/2016
34509,0,1,1,0,0,21-30,Male,West,18/03/2015
34510,0,1,1,0,1,21-30,Male,West,18/02/2015
34511,1,1,1,1,0,21-30,Male,West,16/11/2016
34512,1,1,1,1,1,31-40,Male,South,21/06/2016
34513,0,1,1,1,0,21-30,Female,East,22/03/2016
34514,1,1,1,1,1,41-50,Female,North,17/11/2015
34515,1,0,0,0,1,41-50,Male,West,22/10/2015
34516,1,1,1,1,1,31-40,Female,North,20/05/2016
34517,0,0,1,1,1,31-40,Female,South,13/07/2015
34518,1,1,1,1,1,21-30,Male,East,14/10/2016
34519,0,1,1,1,0,31-40,Female,West,23/09/2015
34520,0,1,1,1,1,41-50,Female,South,13/09/2015
34521,1,1,1,1,0,21-30,Male,South,21/08/2015
34522,1,1,1,0,0,21-30,Male,South,22/02/2016
34523,0,1,0,1,0,21-30,Female,East,24/07/2016
34524,0,1,0,1,0,41-50,Male,South,23/10/2016
34525,1,1,0,0,0,31-40,Male,East,22/01/2016
34526,1,0,1,1,0,41-50,Male,South,22/04/2016
34527,0,1,0,0,0,31-40,Female,West,24/08/2016
34528,1,1,1,1,1,31-40,Male,West,11/05/2016
34529,0,1,1,0,0,21-30,Male,West,15/11/2016
34530,1,1,0,1,0,21-30,Male,South,21/11/2015
